Timestamp,¿Está dispuesto a completar esta encuesta por completo y una sola una vez?,Edad,Género,Ingresos mensuales promedio,Vivo en:,En mi recibo del servicio eléctrico dice que vivo en estrato,Filiación religiosa,Grupo Sanguíneo,¿Piensa votar en las próximas elecciones Alcaldía Bogotá 2015?,¿Tiene algún tipo de filiación con un grupo político?,"Ahora si, ¿Por quién piensa votar en las próxima elecciones Alcaldía Bogotá 2015?"
10/12/2015 22:13:06,Si,23-28,Masculino,4 a 6 SMMLV,Bogotá,3,Unitario,A+,Si,Si,Clara López Obregón (Polo Democrático)
10/12/2015 22:15:31,Si,49-56,Femenino,3 SMMLV,Bogotá,3,"Católico, Apostólico y Romano",A+,Si,Si,Clara López Obregón (Polo Democrático)
10/12/2015 22:16:08,Si,23-28,Masculino,3 SMMLV,Bogotá,3,Cristiano Ortodoxo,A+,Si,Si,Rafael Pardo (Partido Liberal)
10/12/2015 22:16:15,Si,23-28,Masculino,3 SMMLV,Bogotá,3,Cristiano Ortodoxo,A+,Si,Si,Rafael Pardo (Partido Liberal)
10/12/2015 22:25:31,Si,18-22,Femenino,"Soy freelance, no se que es recibir plata mensualmente",Bogotá,2,Otra secta cristiana protestante,A+,Si,No,En blanco/Nulo
10/12/2015 22:28:28,Si,18-22,Masculino,"Soy freelance, no se que es recibir plata mensualmente",Algún municipio cercano a Bogotá,2,Ninguna/Otra/No le importa,O+,No me decido/No me importa,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/12/2015 22:28:37,Si,18-22,Masculino,"Soy freelance, no se que es recibir plata mensualmente",Bogotá,3,"Católico, Apostólico y Romano",O+,Si,No,Rafael Pardo (Partido Liberal)
10/12/2015 22:30:16,Si,18-22,Masculino,16 a 30 SMMLV,Bogotá,4,Ninguna/Otra/No le importa,A+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/12/2015 22:31:35,Si,34-40,Masculino,1 a 2 SMMLV,Bogotá,3,Gnóstico,O-,Si,Si,Clara López Obregón (Polo Democrático)
10/12/2015 22:37:16,Si,18-22,Masculino,Menos de un SMMLV,Bogotá,4,"Católico, Apostólico y Romano",O+,Si,No,Clara López Obregón (Polo Democrático)
10/12/2015 22:37:26,Si,34-40,Masculino,16 a 30 SMMLV,Bogotá,4,"Católico, Apostólico y Romano",B+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/12/2015 22:39:07,Si,18-22,Masculino,1 a 2 SMMLV,Bogotá,4,Cristiano Ortodoxo,O+,Si,Si,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/12/2015 22:39:22,Si,23-28,Masculino,1 a 2 SMMLV,"Lejos, muy lejos",3,Ninguna/Otra/No le importa,O+,No,No,Clara López Obregón (Polo Democrático)
10/12/2015 22:41:07,Si,18-22,Masculino,"Soy freelance, no se que es recibir plata mensualmente",Bogotá,3,Baptista,O+,Si,No,Ricardo Arias (Movimiento Libres)
10/12/2015 22:41:49,Si,23-28,Masculino,4 a 6 SMMLV,Bogotá,6,"Católico, Apostólico y Romano",O-,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/12/2015 22:41:56,Si,34-40,Femenino,3 SMMLV,Bogotá,3,Cristiano Ortodoxo,A+,Si,No,Ricardo Arias (Movimiento Libres)
10/12/2015 22:43:21,Si,34-40,Femenino,7 a 10 SMMLV,Bogotá,4,"Católico, Apostólico y Romano",A+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/12/2015 22:43:25,Si,18-22,LGBTIYXUPAH,1 a 2 SMMLV,Bogotá,3,Ninguna/Otra/No le importa,O+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/12/2015 22:44:25,Si,41-48,Masculino,7 a 10 SMMLV,Bogotá,3,Cristiano Ortodoxo,A+,Si,No,Rafael Pardo (Partido Liberal)
10/12/2015 22:44:48,Si,49-56,Femenino,7 a 10 SMMLV,Bogotá,6,Ninguna/Otra/No le importa,B+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/12/2015 22:44:57,Si,18-22,Masculino,1 a 2 SMMLV,"Lejos, muy lejos",4,Ninguna/Otra/No le importa,O+,No,Si,Clara López Obregón (Polo Democrático)
10/12/2015 22:45:11,Si,34-40,Femenino,3 SMMLV,Bogotá,6,Católico de otro tipo,B-,Si,No,"Alex Vernot (Pueblo, Tierra y Futuro)"
10/12/2015 22:50:31,Si,23-28,Masculino,3 SMMLV,Bogotá,3,Agnóstico,O+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/12/2015 22:53:45,Si,18-22,Masculino,Menos de un SMMLV,Bogotá,1,"Católico, Apostólico y Romano",O+,Si,No,Clara López Obregón (Polo Democrático)
10/12/2015 22:54:41,Si,18-22,Masculino,Menos de un SMMLV,Bogotá,2,Ninguna/Otra/No le importa,A+,Si,Si,Clara López Obregón (Polo Democrático)
10/12/2015 22:57:15,Si,23-28,Masculino,Menos de un SMMLV,Bogotá,2,Católico de otro tipo,A+,Si,No,Daniel Raisbeck (Movimiento Libertario)
10/12/2015 23:01:31,Si,34-40,Masculino,1 a 2 SMMLV,Bogotá,4,Agnóstico,O+,Si,Si,Clara López Obregón (Polo Democrático)
10/12/2015 23:07:27,Si,23-28,Masculino,4 a 6 SMMLV,Bogotá,4,Otra secta cristiana protestante,A+,Si,No,Ricardo Arias (Movimiento Libres)
10/12/2015 23:07:29,Si,18-22,Femenino,1 a 2 SMMLV,Bogotá,3,Gnóstico,O+,Si,No,"Alex Vernot (Pueblo, Tierra y Futuro)"
10/12/2015 23:09:02,Si,34-40,Masculino,16 a 30 SMMLV,"Lejos, muy lejos",5,"Católico, Apostólico y Romano",O+,Si,No,"Alex Vernot (Pueblo, Tierra y Futuro)"
10/12/2015 23:10:51,Si,23-28,Masculino,4 a 6 SMMLV,Bogotá,3,Católico de otro tipo,O+,Si,No,Clara López Obregón (Polo Democrático)
10/12/2015 23:12:44,Si,23-28,Masculino,4 a 6 SMMLV,Bogotá,3,Católico de otro tipo,O+,Si,No,Clara López Obregón (Polo Democrático)
10/12/2015 23:13:47,Si,34-40,Femenino,4 a 6 SMMLV,Bogotá,2,Cristiano Ortodoxo,O+,Si,Si,Francisco Santos (Centro Demoniaco)
10/12/2015 23:16:26,Si,34-40,Femenino,1 a 2 SMMLV,Bogotá,3,"Católico, Apostólico y Romano",B+,Si,No,"Alex Vernot (Pueblo, Tierra y Futuro)"
10/12/2015 23:17:32,Si,34-40,Masculino,1 a 2 SMMLV,Bogotá,4,"Católico, Apostólico y Romano",A+,Si,No,Daniel Raisbeck (Movimiento Libertario)
10/12/2015 23:24:27,Si,23-28,Masculino,1 a 2 SMMLV,Bogotá,4,Ateo,O+,Si,No,Clara López Obregón (Polo Democrático)
10/12/2015 23:27:01,Si,18-22,Masculino,16 a 30 SMMLV,Bogotá,4,Ateo,A+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/12/2015 23:31:29,Si,23-28,Masculino,4 a 6 SMMLV,Bogotá,3,"Católico, Apostólico y Romano",O+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/12/2015 23:38:51,Si,23-28,Masculino,3 SMMLV,Bogotá,2,Ninguna/Otra/No le importa,A+,Si,No,Clara López Obregón (Polo Democrático)
10/12/2015 23:41:34,Si,23-28,Femenino,3 SMMLV,Bogotá,4,Cristiano Ortodoxo,O+,Si,Si,Francisco Santos (Centro Demoniaco)
10/12/2015 23:43:40,Si,34-40,Masculino,3 SMMLV,Bogotá,5,"Católico, Apostólico y Romano",O+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/12/2015 23:46:08,Si,34-40,Masculino,4 a 6 SMMLV,Bogotá,4,Ateo,O+,Si,Si,Clara López Obregón (Polo Democrático)
10/12/2015 23:52:32,Si,34-40,Masculino,"Soy freelance, no se que es recibir plata mensualmente",Bogotá,3,"Católico, Apostólico y Romano",O+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/12/2015 23:53:01,Si,18-22,Masculino,Menos de un SMMLV,Bogotá,4,Católico de otro tipo,A+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/13/2015 0:13:26,Si,23-28,Masculino,4 a 6 SMMLV,Bogotá,3,"Católico, Apostólico y Romano",O+,Si,No,En blanco/Nulo
10/13/2015 0:53:00,Si,18-22,Masculino,3 SMMLV,Bogotá,3,Agnóstico,A+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/13/2015 1:35:19,Si,23-28,Femenino,Menos de un SMMLV,Bogotá,4,Católico de otro tipo,B+,Si,No,"Alex Vernot (Pueblo, Tierra y Futuro)"
10/13/2015 1:37:40,Si,23-28,Masculino,3 SMMLV,Bogotá,4,Ninguna/Otra/No le importa,A+,Si,No,Rafael Pardo (Partido Liberal)
10/13/2015 7:11:57,Si,34-40,Masculino,1 a 2 SMMLV,Bogotá,2,Ninguna/Otra/No le importa,O+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/13/2015 11:05:30,Si,18-22,Masculino,Menos de un SMMLV,Bogotá,2,"Católico, Apostólico y Romano",O+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/13/2015 11:10:51,Si,23-28,Masculino,3 SMMLV,Bogotá,4,Ateo,A+,Si,Si,Clara López Obregón (Polo Democrático)
10/13/2015 13:45:15,Si,29-33,Masculino,7 a 10 SMMLV,Bogotá,3,Ninguna/Otra/No le importa,A+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/14/2015 11:28:26,Si,23-28,Femenino,1 a 2 SMMLV,Bogotá,3,Otra secta cristiana protestante,O+,Si,No,Clara López Obregón (Polo Democrático)
10/14/2015 11:32:40,Si,18-22,Masculino,Menos de un SMMLV,Bogotá,3,Ninguna/Otra/No le importa,O+,Si,Si,Clara López Obregón (Polo Democrático)
10/14/2015 11:40:05,Si,18-22,Masculino,1 a 2 SMMLV,Algún municipio cercano a Bogotá,3,"Católico, Apostólico y Romano",O+,Si,Si,Clara López Obregón (Polo Democrático)
10/14/2015 11:42:12,Si,23-28,Femenino,1 a 2 SMMLV,Algún municipio cercano a Bogotá,2,"Católico, Apostólico y Romano",O+,Si,No,Clara López Obregón (Polo Democrático)
10/14/2015 11:48:37,Si,29-33,Masculino,1 a 2 SMMLV,Bogotá,3,Otra secta cristiana protestante,A+,No,Si,En blanco/Nulo
10/14/2015 11:52:23,Si,23-28,Masculino,1 a 2 SMMLV,Bogotá,3,Agnóstico,A+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/14/2015 11:52:57,Si,23-28,Masculino,1 a 2 SMMLV,Bogotá,2,Ninguna/Otra/No le importa,A+,Si,No,Enrique Peñalosa (seamos sinceros: Cambio Radical)
10/14/2015 12:02:53,Si,18-22,Masculino,Menos de un SMMLV,Bogotá,3,Agnóstico,O+,Si,No,Daniel Raisbeck (Movimiento Libertario)
10/14/2015 12:03:20,Si,23-28,Masculino,4 a 6 SMMLV,Bogotá,3,Cristiano Ortodoxo,A+,Si,No,"Alex Vernot (Pueblo, Tierra y Futuro)"
10/14/2015 12:04:49,Si,18-22,Masculino,1 a 2 SMMLV,Bogotá,2,Neopaganista de algún tipo (como la Wicca o el Celtismo),A+,Si,No,"Alex Vernot (Pueblo, Tierra y Futuro)"
10/14/2015 12:23:42,Si,23-28,Masculino,3 SMMLV,Bogotá,3,Ateo,O+,Si,Si,Clara López Obregón (Polo Democrático)
10/14/2015 12:29:08,Si,23-28,Masculino,Menos de un SMMLV,Bogotá,3,Ateo,O+,Si,No,"Alex Vernot (Pueblo, Tierra y Futuro)"
10/14/2015 12:39:00,Si,18-22,Masculino,1 a 2 SMMLV,Bogotá,3,Otra secta cristiana protestante,O+,Si,No,Francisco Santos (Centro Demoniaco)
10/14/2015 12:39:13,Si,23-28,Femenino,1 a 2 SMMLV,Bogotá,3,"Católico, Apostólico y Romano",O-,Si,No,Daniel Raisbeck (Movimiento Libertario)
10/14/2015 12:40:21,Si,18-22,Femenino,Menos de un SMMLV,Bogotá,3,Ninguna/Otra/No le importa,A+,Si,No,Daniel Raisbeck (Movimiento Libertario)
10/14/2015 12:46:49,Si,18-22,Masculino,Menos de un SMMLV,Bogotá,3,Ninguna/Otra/No le importa,O+,Si,No,Clara López Obregón (Polo Democrático)
10/14/2015 12:50:23,Si,18-22,Masculino,1 a 2 SMMLV,Bogotá,4,Ateo,A+,Si,No,En blanco/Nulo
10/14/2015 12:52:52,Si,18-22,Femenino,"Soy freelance, no se que es recibir plata mensualmente",Algún municipio cercano a Bogotá,3,Ninguna/Otra/No le importa,O+,Si,No,Daniel Raisbeck (Movimiento Libertario)
10/14/2015 13:14:48,Si,23-28,Femenino,1 a 2 SMMLV,Bogotá,2,Ateo,O+,Si,No,Daniel Raisbeck (Movimiento Libertario)
10/14/2015 13:21:03,Si,18-22,Masculino,Menos de un SMMLV,Bogotá,3,Ateo,O+,Si,No,Daniel Raisbeck (Movimiento Libertario)
10/14/2015 13:21:05,Si,18-22,Masculino,1 a 2 SMMLV,Bogotá,3,Ateo,O+,Si,No,Daniel Raisbeck (Movimiento Libertario)
